,ID,Name,District,Upazila,Eiin,Mobile,Management,Mpo,Post Office,Address,Is Approve,Is Active, 
 ,2070,JHAGRAR CHAR ADHARSHA HIGH SCHOOL,Sherpur,Sreebordi,113925,1724732163,PRIVATE,Yes,JHAGRARCHAR,JHAGRAR CHAR,,Yes,"View
     
     
         Edit"
 ,2071,KAKILAKURA HIGH SCHOOL,Sherpur,Sreebordi,113926,1309113926,PRIVATE,Yes,MOLAMARAI,MOLAMARE,,Yes,"View
     
     
         Edit"
 ,2072,GOBRUKURA  A K HIGH SCHOOL,Sherpur,Sreebordi,113927,1309113927,PRIVATE,Yes,KAKILAKURA BAZAR,GOBRUKURA,,Yes,"View
     
     
         Edit"
 ,2073,"MATIFATA  G,M  HIGH SCHOOL",Sherpur,Sreebordi,113928,1309113928,PRIVATE,Yes,MATIFATA,KARNAJHORA,,Yes,"View
     
     
         Edit"
 ,2074,LANGARPARA HIGH SCHOOL,Sherpur,Sreebordi,113929,1924813202,PRIVATE,Yes,LANGARPARA,LANGARPARA,,Yes,"View
     
     
         Edit"
 ,2075,KURUA HIGH SCHOOL,Sherpur,Sreebordi,113931,1710761211,PRIVATE,Yes,KURUA,KURUA,,Yes,"View
     
     
         Edit"
 ,2076,KURIKAHNIA SOUTH KURUA HIGH SCHOOL,Sherpur,Sreebordi,113932,1723948896,PRIVATE,Yes,KURIKAHANIA,KURIKAHNIA,,Yes,"View
     
     
         Edit"
 ,2077,INDILPUR ABDUL MAJID HIGH SCHOOL,Sherpur,Sreebordi,113933,1714899123,PRIVATE,Yes,JHINIA,INDILPUR,,Yes,"View
     
     
         Edit"
 ,2078,VELUA  HIGH  SCHOOL,Sherpur,Sreebordi,113934,1953220811,PRIVATE,Yes,VELUA BAZAR,7 NO VELUA,,Yes,"View
     
     
         Edit"
 ,2079,BANIBAID ABDULLAH ALMAHMUD PUBLIC H/S,Sherpur,Sreebordi,113935,1760373917,PRIVATE,Yes,DOHERPAR,BAKSHABAID,,Yes,"View
     
     
         Edit"
 ,2080,RANISHIMUL UNION GIRLS HIGH SCHOOL,Sherpur,Sreebordi,113936,1739470920,PRIVATE,Yes,BHAYADANGA,BILBHARAT,,Yes,"View
     
     
         Edit"
 ,2081,BALIACHANDI A A P HIGH SCHOOL,Sherpur,Sreebordi,113937,1734002402,PRIVATE,Yes,BALIACHANDI,BALIACHANDI,,Yes,"View
     
     
         Edit"
 ,2082,BALIJURE  HIGH  SCHOOL,Sherpur,Sreebordi,113939,1740639736,PRIVATE,Yes,BALIJURI,,,Yes,"View
     
     
         Edit"
 ,2083,JHAGRAR CHAR HAMIDA BAG JR. GIRLS SCHOOL,Sherpur,Sreebordi,113941,1718147141,PRIVATE,No,JHAGRARCHAR,JHAGRAR CHAR HAMIDA BAG,,Yes,"View
     
     
         Edit"
 ,2084,BHATPUR H.U. HIGH SCHOOL,Sherpur,Sreebordi,113942,1719530643,PRIVATE,Yes,BHATPUR,BHATPUR,,Yes,"View
     
     
         Edit"
 ,2085,HALGORA RAHELA M. IDEAL GIRLS HIGH SCHOOL,Sherpur,Sreebordi,113943,1931301820,PRIVATE,Yes,HALGORA,HALGORA,,Yes,"View
     
     
         Edit"
 ,2086,KHARIA  KAZIR  CHAR  HIGH  SCHOOL,Sherpur,Sreebordi,113945,1738048260,PRIVATE,Yes,KAZIR CHAR,KHARIA  KHAZIR CHAR,,Yes,"View
     
     
         Edit"
 ,2087,RANISHIMUL JUNIOR SCHOOL,Sherpur,Sreebordi,113946,1760833098,PRIVATE,Yes,RANISIMUL,RANISHIMUL,,Yes,"View
     
     
         Edit"
 ,2088,BABELA  KONA ADIBASHI HIGH SCHOOL,Sherpur,Sreebordi,113947,1309113947,PRIVATE,Yes,MATIFATA,BABELAKONA,,Yes,"View
     
     
         Edit"
 ,2089,TATI HATI IDEAL SCHOOL,Sherpur,Sreebordi,113948,1719886282,PRIVATE,Yes,Sreebordi,TATI HATI,,Yes,"View
     
     
         Edit"
 ,2090,JHINIA  HIGH SCHOOL,Sherpur,Sreebordi,113949,1720925684,PRIVATE,Yes,EAST JHINIA,WEST JHINIA,,Yes,"View
     
     
         Edit"
 ,2091,KAKILAKURA GIRLS HIGH SCHOOL,Sherpur,Sreebordi,113950,1712960338,PRIVATE,No,KAKILAKURA BAZAR,KUTUBPUR,,Yes,"View
     
     
         Edit"
 ,2092,GHONAPARA HIGH SCHOOL,Sherpur,Sreebordi,113951,1712708557,PRIVATE,Yes,CHAITAJANI,GHONA PARA,,Yes,"View
     
     
         Edit"
 ,2093,ENGINEER MD. ABDUL BAQUEE JUNIOR HIGH SCHOOL,Sherpur,Sreebordi,135483,1783536373,PRIVATE,No,BHAYADANGA,HASDHORA,,Yes,"View
     
     
         Edit"
 ,2094,JARIPSHAH (R.) JUNIOR MODEL GIRLS SCHOOL,Sherpur,Sreebordi,137045,1758373263,PRIVATE,No,GARJARIPA,JARIPSHAH,,Yes,"View
     
     
         Edit"
 ,2095,GOSSAIN BARI A. A. HIGH SCHOOL,Bogura,Dhunot,119331,1309119331,PRIVATE,Yes,GOSSAINBARI,GOSSAINBARI,,Yes,"View
     
     
         Edit"
 ,2096,Dhunot N.U. GOVT. MODEL PILOT HIGH SCHOOL,Bogura,Dhunot,119332,1309119332,PUBLIC,Yes,Dhunot,Dhunot,,Yes,"View
     
     
         Edit"
 ,2097,KHADULI HIGH SCHOOL,Bogura,Dhunot,119333,1309119333,PRIVATE,Yes,PIRHATI,KHADULI,,Yes,"View
     
     
         Edit"
 ,2098,SHORUGRAM ML HIGH SCHOOL,Bogura,Dhunot,119334,1718825258,PRIVATE,Yes,KANTA NAGAR,SHORUGRAM,,Yes,"View
     
     
         Edit"
 ,2099,ELANGI HIGH SCHOOL,Bogura,Dhunot,119335,1726726135,PRIVATE,Yes,ELANGI,ELANGI,,Yes,"View
     
     
         Edit"
 ,2100,BHANDER BARI SALEHA ZAHURA HIGH SCHOOL,Bogura,Dhunot,119336,1309119336,PRIVATE,Yes,NEW SHARIAKANDI,BHANDER BARI,,Yes,"View
     
     
         Edit"
 ,2101,GOPALNAGAR U A K HIGH SCHOOL,Bogura,Dhunot,119337,1309119337,PRIVATE,Yes,MAHISHURA,MAHISHURA,,Yes,"View
     
     
         Edit"
 ,2102,KHATIAMARI HIGH SCHOOL,Bogura,Dhunot,119338,1734355932,PRIVATE,Yes,KHATIAMARI,KHATIAMARI,,Yes,"View
     
     
         Edit"
 ,2103,JORESHIMUL HIGH SCHOOL,Bogura,Dhunot,119339,1309119339,PRIVATE,Yes,JORESHIMUL,JORSHIMUL,,Yes,"View
     
     
         Edit"
 ,2104,BERER BARI B L HIGH SCHOOL,Bogura,Dhunot,119340,1718281098,PRIVATE,Yes,BERER BARI,BARER BARI,,Yes,"View
     
     
         Edit"
 ,2105,"BOGA B,L HIGH SCHOOL",Bogura,Dhunot,119341,1309119341,PRIVATE,Yes,CHATIANI,JOLAGATY,,Yes,"View
     
     
         Edit"
 ,2106,KALER PARA B L HIGH SCHOOL,Bogura,Dhunot,119342,1714659444,PRIVATE,Yes,KALER PARA,KALERPARA,,Yes,"View
     
     
         Edit"
 ,2107,SONAR GAON HIGH SCHOOL,Bogura,Dhunot,119343,1309119343,PRIVATE,Yes,CHIKASHI,SONAR GOAN,,Yes,"View
     
     
         Edit"
 ,2108,BISWAHARIGACHHA BOHALGACHHA HIGH SCHOOL,Bogura,Dhunot,119344,1716130463,PRIVATE,Yes,BISHWAHARIGACHHA,BISWAHARIGACHHA,,Yes,"View
     
     
         Edit"
 ,2109,CHIKASHI  INTER  UNION  HIGH  SCHOOL,Bogura,Dhunot,119345,1748113046,PRIVATE,Yes,CHIKASHI,CHIKASHI,,Yes,"View
     
     
         Edit"
 ,2110,PANCHTHUPI NASRATPUR JAHER ALI HIGH SCHOOL,Bogura,Dhunot,119346,1712340247,PRIVATE,Yes,PIRHATI,PANCHTHUPI,,Yes,"View
     
     
         Edit"
 ,2111,SONAHATA HIGH SCHOOL,Bogura,Dhunot,119347,1309119347,PRIVATE,Yes,NIMGACHI,SONAHATA,,Yes,"View
     
     
         Edit"
 ,2112,BAISHAKHI JUNIOR HIGH SHCOOL,Bogura,Dhunot,119348,1712648858,PRIVATE,Yes,NEW SHARIAKANDI,BAISHAKHI,,Yes,"View
     
     
         Edit"
 ,2113,NATABARI B L HIGH SCHOOL,Bogura,Dhunot,119349,1714570601,PRIVATE,Yes,NATABARI,NATABARI,,Yes,"View
     
     
         Edit"
 ,2114,CHHATIANI ROKEYA OBEDUL HAQUE HIGH SCHOOL,Bogura,Dhunot,119350,1725015891,PRIVATE,Yes,CHHATIANI,CHHATIANI,,Yes,"View
     
     
         Edit"
 ,2115,BILCHAPRI UNITED HIGH SCHOOL,Bogura,Dhunot,119351,1721879061,PRIVATE,Yes,BILCHAPRI,BILCHAPRI,,Yes,"View
     
     
         Edit"
 ,2116,MULTANI PARVIN SHAHJAHAN TALUKDER HIGH SCHOOL,Bogura,Dhunot,119352,1774947131,PRIVATE,Yes,PIRHATI,MOTHURAPUR,,Yes,"View
     
     
         Edit"
 ,2117,BILKAJULY PENCHI BARI HIGH SCHOOL,Bogura,Dhunot,119353,1713798683,PRIVATE,Yes,PENCHIBARI,BILKAJULY,,Yes,"View
     
     
         Edit"
 ,2118,GOSSAIN BARI K.O GIRLS HIGH SCHOOL,Bogura,Dhunot,119354,1309119354,PRIVATE,Yes,GOSAINBARI,GOSSAIN BARI,,Yes,"View
     
     
         Edit"
 ,2119,SONAHATA ALHAZ KIAMATULLAH GIRLS HIGH SCHOOL,Bogura,Dhunot,119355,1716844911,PRIVATE,Yes,NIMGACHHI,SONAHATA,,Yes,"View
     
     
         Edit"
 ,2120,MATHPARA GIRLS HIGH SCHOOL,Bogura,Dhunot,119356,1718934474,PRIVATE,Yes,PACHE BARI,MATHPARA,,Yes,"View
     
     
         Edit"
 ,2121,RANGAMATI ABUL HOSSAIN ZOHURA HIGH SCHOOL,Bogura,Dhunot,119357,1723219434,PRIVATE,Yes,ELANGI,RANGAMATI,,Yes,"View
     
     
         Edit"
 ,2122,Dhunot ADARSHA HIGH SCHOOL,Bogura,Dhunot,119358,1309119358,PRIVATE,Yes,Dhunot,03 COLLEGE RODE,,Yes,"View
     
     
         Edit"
 ,2123,RUDROBARIA BILPATHIA HIGH SCHOOL,Bogura,Dhunot,119359,1309119359,PRIVATE,Yes,NIAYAMATIA,RUDROBARIA,,Yes,"View
     
     
         Edit"
 ,2124,GOPALNAGOR AZIRONNESA GIRL'S HIGH SCHOOL,Bogura,Dhunot,119360,1724018818,PRIVATE,Yes,KHATIAMARI,GOPALNAGOR,,Yes,"View
     
     
         Edit"
 ,2125,CHOWKI BARI HIGH SCHOOL,Bogura,Dhunot,119361,1309119361,PRIVATE,Yes,CHOWKIBARI,CHOWKI BARI,,Yes,"View
     
     
         Edit"
 ,2126,PANCHTHUPI NIAMOTIA GIRLS HIGH SCHOOL,Bogura,Dhunot,119362,1309119362,PRIVATE,Yes,NIAMOTIA,PANCHTHUPI,,Yes,"View
     
     
         Edit"
 ,2127,PIRHATI GIRLS HIGH  SCHOOL,Bogura,Dhunot,119363,1710133405,PRIVATE,Yes,PIRHATI,PIRHATI,,Yes,"View
     
     
         Edit"
 ,2128,KANTANAGOR HIGH SCHOOL,Bogura,Dhunot,119364,1712439668,PRIVATE,Yes,KANTANAGOR,KANTONAGOR,,Yes,"View
     
     
         Edit"
 ,2129,BASHPATA HIGH SCHOOL,Bogura,Dhunot,119365,1309119365,PRIVATE,Yes,MAHISHURA,BASHPATA,,Yes,"View
     
     
         Edit"
 ,2130,HIJULI SAGATIA HIGH SCHOOL,Bogura,Dhunot,119368,1729369583,PRIVATE,Yes,PIRHATI,HIJULI,,Yes,"View
     
     
         Edit"
 ,2131,JALSUKA MOJAHAR ALI MEMORIAL HIGH SCHOOL,Bogura,Dhunot,119369,1712267808,PRIVATE,Yes,PENCHIBARI,JALSUKA,,Yes,"View
     
     
         Edit"
 ,2132,NIMGACHI JUNIOR SCHOOL,Bogura,Dhunot,119370,1752034139,PRIVATE,No,NIMGACHI,NIMGACHI,,Yes,"View
     
     
         Edit"
 ,2133,KHADULI SAPA JUNIOR GIRLS SCHOOL,Bogura,Dhunot,119371,1728180597,PRIVATE,No,PIRHATI,KHADULI,,Yes,"View
     
     
         Edit"
 ,2134,ANARPUR JUNIOR SHCOOL,Bogura,Dhunot,119373,1309119373,PRIVATE,No,KALERPARA,ANARPUR,,Yes,"View
     
     
         Edit"
 ,2135,TALORA ALTAF ALI HIGH SCHOOL,Bogura,Dupchanchia,119407,1719252785,PRIVATE,No,TALORA,TALORA,,Yes,"View
     
     
         Edit"
 ,2136,TALUCH PACHPIR SECIENCE AND TECHNOLOGY JUNIOR GIRL'S SCHOOL,Bogura,Dupchanchia,119408,1745503703,PRIVATE,Yes,TALUCH HAT,TALUCH,,Yes,"View
     
     
         Edit"
 ,2137,Dupchanchia GOVT. MODEL PILOT HIGH SCHOOL,Bogura,Dupchanchia,119409,1716723192,PUBLIC,Yes,Dupchanchia,04 NO WAR,,Yes,"View
     
     
         Edit"
 ,2138,DUPCHANCHIA PILOT GIRLS HIGH SCHOOL,Bogura,Dupchanchia,119410,1731721398,PRIVATE,Yes,DUPCHANCHIA,BORAI,,Yes,"View
     
     
         Edit"
 ,2139,TALUCH  O.H.K.M  HIGH  SCHOOL,Bogura,Dupchanchia,119411,1718826939,PRIVATE,Yes,TALUCH,TALUCH,,Yes,"View
     
     
         Edit"
 ,2140,ALTAFNAGAR K. M ALI HIGH SCHOOL,Bogura,Dupchanchia,119412,1719128385,PRIVATE,Yes,ALTAFNAGAR,ALTAFNAGAR,,Yes,"View
     
     
         Edit"
 ,2141,ALTAFNAGAR  IBEN-E-SAYED HIGH SCHOOL,Bogura,Dupchanchia,119413,1719507718,PRIVATE,Yes,ALTAFNAGAR,TALORA,,Yes,"View
     
     
         Edit"
 ,2142,KARAMJEE  HIGH SCHOOL,Bogura,Dupchanchia,119414,1309119414,PRIVATE,Yes,KARAMJEE,KARAMJEE,,Yes,"View
     
     
         Edit"
 ,2143,DIMSHAHAR HIGH SCOOL,Bogura,Dupchanchia,119416,1730960610,PRIVATE,Yes,Dupchanchia,DIMSHAHAR,,Yes,"View
     
     
         Edit"
 ,2144,JIANAGAR HIGH SCHOOL,Bogura,Dupchanchia,119417,1309119417,PRIVATE,Yes,ZIANAGAR,JIANAGAR,,Yes,"View
     
     
         Edit"
 ,2145,KOLE GRAM HIGH SCHOOL,Bogura,Dupchanchia,119418,1721795992,PRIVATE,Yes,KOLEGRAM,KOLEGRAM,,Yes,"View
     
     
         Edit"
 ,2146,TALORA GIRL'S HIGH SCHOOL,Bogura,Dupchanchia,119419,1712470321,PRIVATE,Yes,TALORA,TALORA BAZAR,,Yes,"View
     
     
         Edit"
 ,2147,DEBKHANDA REAZUL ISLAM HIGH SCHOOL,Bogura,Dupchanchia,119421,1718864400,PRIVATE,Yes,TALORA,DEBKHANDA,,Yes,"View
     
     
         Edit"
 ,2148,BERUNJA HIGH SCHOOL,Bogura,Dupchanchia,119422,1713743471,PRIVATE,Yes,CHAMRUL,BERUNJA,,Yes,"View
     
     
         Edit"
 ,2149,PAOGACHA GIRL'S HIGH SCHOOL,Bogura,Dupchanchia,119423,1822892253,PRIVATE,Yes,KARAMGI,PAOGACHA,,Yes,"View
     
     
         Edit"
 ,2150,CHAMRUL  AZIMUDDIN MEMORIAL HIGH SCHOOL,Bogura,Dupchanchia,119424,1719536231,PRIVATE,Yes,CHAMRUL,CHAMRUL,,Yes,"View
     
     
         Edit"
 ,2151,UNAHAT SINGRA HIGH SCHOOL,Bogura,Dupchanchia,119425,1712413963,PRIVATE,Yes,UNAHAT SINGRA,UNAHAT SINGRA,,Yes,"View
     
     
         Edit"
 ,2152,ATUIL  GIRLS  HIGH  SCHOOL,Bogura,Dupchanchia,119426,1710600067,PRIVATE,Yes,TALUCH HAT,GUNAHAR,,Yes,"View
     
     
         Edit"
 ,2153,ASHUNJA BANIYADIGHI  HIGH SCHOOL,Bogura,Dupchanchia,119427,1744692991,PRIVATE,Yes,CHOUMAHANI,ASHUNJA BANIYADIGHI,,Yes,"View
     
     
         Edit"
 ,2154,POTHATTI GIRLS HIGH SCHOOL,Bogura,Dupchanchia,119428,1719107302,PRIVATE,Yes,KOLGRAM,POTHATTI,,Yes,"View
     
     
         Edit"
 ,2155,HAT SAJAPUR HIGH SCHOOL,Bogura,Dupchanchia,119429,1717309503,PRIVATE,Yes,Dupchanchia,HAT SAJAPUR,,Yes,"View
     
     
         Edit"
 ,2156,CHAUMUHANI ADARSHA HIGH SCHOOL,Bogura,Dupchanchia,119430,1761550505,PRIVATE,Yes,CHOUMUHANI,BELAILE,,Yes,"View
     
     
         Edit"
 ,2157,ATGRAM KALI BARI BOHUMUKHI HIGH SCHOOL,Bogura,Dupchanchia,119431,1719794034,PRIVATE,Yes,MOSTAFAPUR,ATGRAM,,Yes,"View
     
     
         Edit"
 ,2158,MOTHURAPUR HIGH SCHOOL,Bogura,Dupchanchia,119432,1309119432,PRIVATE,Yes,ALTAF NAGAR,MOTHURAPUR,,Yes,"View
     
     
         Edit"
 ,2159,ZIANOGAR GIRLS HIGH SCHOOL,Bogura,Dupchanchia,119433,1713739655,PRIVATE,Yes,ZIANAGAR,ZIANAGAR,,Yes,"View
     
     
         Edit"
 ,2160,B. D. M. ADARSHA HIGH SCHOOL,Bogura,Dupchanchia,119434,1309119434,PRIVATE,Yes,Dupchanchia,SONJOYPUR,,Yes,"View
     
     
         Edit"
 ,2161,P S B A IDEAL JUNIOR HIGH SCHOOL,Bogura,Dupchanchia,119435,1714525160,PRIVATE,No,TALUCHHAT,MOZIDNAGAR,,Yes,"View
     
     
         Edit"
 ,2162,SHAHAR PUKUR  GIRL'S  HIGH SCHOOL,Bogura,Dupchanchia,119436,1724862139,PRIVATE,Yes,GOBINDAPUR,SHAHAR PUKUR BAZAR,,Yes,"View
     
     
         Edit"
 ,2163,KHANDAKER ABUL KASHIM  HIGH SCHOOL,Bogura,Dupchanchia,119437,1734154631,PRIVATE,Yes,TALORA,SAGORPUR,,Yes,"View
     
     
         Edit"
 ,2164,SHAPLA HIGH SCHOOL,Bogura,Dupchanchia,119438,1753320690,PRIVATE,Yes,Dupchanchia,DUPCHANCHIA,,Yes,"View
     
     
         Edit"
 ,2165,JOHAL MATAI JUNIOR SCHOOL,Bogura,Dupchanchia,119439,1716723476,PRIVATE,No,CHAMRUL,JOHALI,,Yes,"View
     
     
         Edit"
 ,2166,DUPCHANCHIA PAURO  GIRL'S HIGH SCHOOL,Bogura,Dupchanchia,119440,1718443186,PRIVATE,No,DUPCHANCHIA,SUKHAN GARI,,Yes,"View
     
     
         Edit"
 ,2167,MORTUZAPUR  HIGH SCHOOL,Bogura,Dupchanchia,119475,1719738586,PRIVATE,Yes,ZIANAGOR,MORTUZAPUR,,Yes,"View
     
     
         Edit"
 ,2168,Nondigram GOVT. MODEL PILOT HIGH SCHOOL,Bogura,Nondigram,119615,1309119615,PUBLIC,No,Nondigram,Nondigram,,Yes,"View
     
     
         Edit"
 ,2169,BHATRA KHAN CHOWDHURY HIGH SCHOOL,Bogura,Nondigram,119616,1309119616,PRIVATE,Yes,BHATRA,BHATRA,,Yes,"View
     
     
         Edit"
 ,2170,KUNDARHAT INSAN ALI  HIGH SCHOOL,Bogura,Nondigram,119617,1728323887,PRIVATE,Yes,KUNDARHAT,BHATGRAM,,Yes,"View
     
     
         Edit"
 ,2171,KARAI HAT MULTILATERAL HIGH SCHOOL,Bogura,Nondigram,119618,1714567500,PRIVATE,Yes,HAT KARAI,HATKARAI,,Yes,"View
     
     
         Edit"
 ,2172,KUMIRA  PANDIT PUKUR BI-LATERAL HIGH SCHOOL,Bogura,Nondigram,119620,1740809458,PRIVATE,Yes,KUMIRA PANDIT PUKUR,KUMIRA,,Yes,"View
     
     
         Edit"
 ,2173,BHARTetulia HIGH SCHOOL,Bogura,Nondigram,119621,1309119621,PRIVATE,Yes,KUMERA,BHARTetulia,,Yes,"View
     
     
         Edit"
 ,2174,RANBAGHA HIGH SCHOOL,Bogura,Nondigram,119622,1719507786,PRIVATE,Yes,RANBAGHA,RANBAGHA,,Yes,"View
     
     
         Edit"
 ,2175,BIZRUL BILATERAL HIGH SCHOOL,Bogura,Nondigram,119623,1309119623,PRIVATE,Yes,BIZRUL,BIZRUL.Nondigram.BOGURA,,Yes,"View
     
     
         Edit"
 ,2176,BARO CHANGOIR DIMUKHI HIGH SCHOOL,Bogura,Nondigram,119624,1309119624,PRIVATE,Yes,CHANGOIR,BARO CHANGOIR,,Yes,"View
     
     
         Edit"
 ,2177,DERAHAR HIGH SCHOOL,Bogura,Nondigram,119625,1700641682,PRIVATE,Yes,Nondigram,DERAHAR,,Yes,"View
     
     
         Edit"
 ,2178,BANSO MADHYAMIC VIDDALOY,Bogura,Nondigram,119626,1719825625,PRIVATE,Yes,BANSO,BANSO,,Yes,"View
     
     
         Edit"
 ,2179,KAZI ABDUL WAZED GIRLS HIGH SCHOOL,Bogura,Nondigram,119627,1712470222,PRIVATE,Yes,Nondigram,Nondigram,,Yes,"View
     
     
         Edit"
 ,2180,RAYPUR KUSTA JUNIOR HIGH SCHOOL,Bogura,Nondigram,119628,1727930923,PRIVATE,Yes,HAT KORAI,RAYPUR KUSTA,,Yes,"View
     
     
         Edit"
 ,2181,KOSHAS MULTI LATERAL HIGH SCHOOL,Bogura,Nondigram,119629,1309119629,PRIVATE,Yes,KUMIRA PONDIT,KOSHAS,,Yes,"View
     
     
         Edit"
 ,2182,NIMAI DIGHI HIGH SCHOOL,Bogura,Nondigram,119630,1309119630,PRIVATE,Yes,DEOGRAM,NIMAIDIGHI,,Yes,"View
     
     
         Edit"
 ,2183,THALTA MAJGRAM ADARSHA BILATERAL HIGH SCHOOL,Bogura,Nondigram,119631,1715649672,PRIVATE,Yes,CHANGOIRMIR PARA,THALLTA MAJGRAM,,Yes,"View
     
     
         Edit"
 ,2184,PATHAN A.S.A HIGH SCHOOL,Bogura,Nondigram,119632,1309119632,PRIVATE,Yes,DEOGRAM,PATHAN,,Yes,"View
     
     
         Edit"
 ,2185,DAMRUL GIRLS HIGH SCHOOL,Bogura,Nondigram,119633,1309119633,PRIVATE,Yes,HATKAROY,DAMRUL,,Yes,"View
     
     
         Edit"
 ,2186,BURAIL HIGH SCHOOL,Bogura,Nondigram,119634,1717891680,PRIVATE,Yes,BIRPOLI,BURAIL,,Yes,"View
     
     
         Edit"
 ,2187,DAMDMA BI LATERAL HIGH SCHOOL,Bogura,Nondigram,119635,1309119635,PRIVATE,Yes,DAMDAMA,DAMDAMA,,Yes,"View
     
     
         Edit"
 ,2188,GULIA KRISHNAPUR M.H. HIGH SCHOOL,Bogura,Nondigram,119636,1720615661,PRIVATE,Yes,GULIA KRISHNAPUR,GULIA KRISHNAPUR,,Yes,"View
     
     
         Edit"
 ,2189,RAMKISTOPUR CHOWDIGHI HIGH SCHOOL,Bogura,Nondigram,119637,1724627959,PRIVATE,Yes,CHAUDIGHI,CHOWDIGHI,,Yes,"View
     
     
         Edit"
 ,2190,DASGRAM JUNIOR HIGH SCHOOL,Bogura,Nondigram,119638,1714801529,PRIVATE,Yes,DASGRAM,DASGRAM,,Yes,"View
     
     
         Edit"
 ,2191,PENG HAZARKI HIGH SCHOOL,Bogura,Nondigram,119639,1715325069,PRIVATE,Yes,HAZARKI PARA,HAZARKI PARA,,Yes,"View
     
     
         Edit"
 ,2192,CHAKALMA  HIGH SCHOOL,Bogura,Nondigram,119640,1714927870,PRIVATE,Yes,KUNDARHAT,CHAKALMA,,Yes,"View
     
     
         Edit"
 ,2193,LUSKUR IDEAL JUNIOR SCHOOL,Bogura,Nondigram,119641,1739459712,PRIVATE,No,HAT KARAI,LUSKUR,,Yes,"View
     
     
         Edit"
 ,2194,MURADPUR JUNIOR HIGH SCHOOL,Bogura,Nondigram,119642,1754161352,PRIVATE,No,BIRPALI,MURADPUR,,Yes,"View
     
     
         Edit"
 ,2195,MATIHASH JUNIOR GIRLS SCHOOL,Bogura,Nondigram,130922,1309130922,PRIVATE,No,KUMIRA PONDITPUKUR,MATIHASH,,Yes,"View
     
     
         Edit"
 ,2196,SATISH CH.KARIGORI SCHOOL AND COLLEGE,Bogura,Nondigram,133305,1716746343,PRIVATE,Yes,Nondigram,N.P.H-1,,Yes,"View
     
     
         Edit"
 ,2197,KG ACADEMY AND JUNIOR SCHOOL,Bogura,Nondigram,135704,1712340857,PRIVATE,No,Nondigram,"Nondigram, COLLEGEPARA",,Yes,"View
     
     
         Edit"
 ,2198,BANSHATA  SHOMSHER  NAGOR  HIGH  SCHOOL,Bogura,Shariakandi,119668,1715805534,PRIVATE,No,JORAGHASA,VELABARI,,Yes,"View
     
     
         Edit"
 ,2199,UTTAR TANGRAKURA  SECONDARY SCHOOL,Bogura,Shariakandi,119669,1712395038,PRIVATE,Yes,SHARIAKANDI,TANGRAKURA,,Yes,"View
     
     
         Edit"
 ,2200,NIZAM UDDIN HIGH SCHOOL KARNIBARI,Bogura,Shariakandi,119670,1716536977,PRIVATE,Yes,MATHURAPARA,NANDIAR PARA,,Yes,"View
     
     
         Edit"
 ,2201,JAMTHAL HIGH SCHOOL,Bogura,Shariakandi,119671,1715793080,PRIVATE,Yes,Shariakandi,JAMTHAL,,Yes,"View
     
     
         Edit"
 ,2202,CHALUA  BARI  JUNIOR  HIGH  SCHOOL,Bogura,Shariakandi,119673,1725823250,PRIVATE,Yes,NIZBOLAIL,NIZ BORURBARI,,Yes,"View
     
     
         Edit"
 ,2203,Shariakandi  GOVT.  HIGH  SCHOOL,Bogura,Shariakandi,119675,1309119675,PUBLIC,No,Shariakandi,SARIKANDI  PAURO  WARD 6,,Yes,"View
     
     
         Edit"
 ,2204,Shariakandi PILOT GIRLS HIGH SCHOOL,Bogura,Shariakandi,119676,1712340127,PRIVATE,Yes,Shariakandi,Shariakandi,,Yes,"View
     
     
         Edit"
 ,2205,NAOKHILA P N HIGH SCHOOL,Bogura,Shariakandi,119677,1718329489,PRIVATE,Yes,CHANDAN BAISHA,CHANDAN BAISHA,,Yes,"View
     
     
         Edit"
 ,2206,MATHURA PARA B.K. HIGH SCHOOL,Bogura,Shariakandi,119678,1717852844,PRIVATE,Yes,MATHURAPARA,MATHURA PARA,,Yes,"View
     
     
         Edit"
 ,2207,JORGACHA M.L. HIGH SCHOOL,Bogura,Shariakandi,119679,1713717839,PRIVATE,Yes,JORGACHA,JORGACHA,,Yes,"View
     
     
         Edit"
 ,2208,HAT SHERPUR HIGH SCHOOL,Bogura,Shariakandi,119680,1309119680,PRIVATE,Yes,HATSHERPUR,,,Yes,"View
     
     
         Edit"
 ,2209,AOWLAKANDI E M HIGH SCHOOL,Bogura,Shariakandi,119681,1309119681,PRIVATE,Yes,AOWLAKANDI,PAIKARTALI,,Yes,"View
     
     
         Edit"
 ,2210,KARITALA S H DIMUKHI HIGH SCHOOL,Bogura,Shariakandi,119684,1711190467,PRIVATE,Yes,KUTUBPUR,KARITALA,,Yes,"View
     
     
         Edit"
 ,2211,CHHAI HATTA K. M. BL. HIGH SCHOOL,Bogura,Shariakandi,119685,1714845077,PRIVATE,Yes,NEW SONATALA,CHHAI HATTA,,Yes,"View
     
     
         Edit"
 ,2212,NIZBOLAIL HIGH SCHOOL,Bogura,Shariakandi,119687,1718407157,PRIVATE,Yes,NIZBALAIL,NIZBALAIL,,Yes,"View
     
     
         Edit"
 ,2213,AYESHA OSMAN GIRLS HIGH SCHOOL,Bogura,Shariakandi,119688,1717129559,PRIVATE,Yes,CHANDANBAISHA,CANDANBAISHA,,Yes,"View
     
     
         Edit"
